experiment_id,student_id,release_date,due_date,start_time,end_time,assignment_session_count,pretest_problem_count,pretest_correct,pretest_time_on_task,pretest_average_first_response_time,pretest_session_count,assigned_condition,condition_time_on_task,condition_average_first_response_or_request_time,condition_problem_count,condition_total_correct,condition_total_correct_after_wrong_response,condition_total_correct_after_tutoring,condition_total_answers_before_tutoring,condition_total_attempt_count,condition_total_hints_available,condition_total_hints_given,condition_total_scaffold_problems_available,condition_total_scaffold_problems_given,condition_total_explanations_available,condition_total_explanations_given,condition_total_answers_given,condition_session_count,posttest_problem_count,posttest_correct,posttest_time_on_task,posttest_average_first_response_time,posttest_session_count,assistments_reference_assignment_log_id
PSABTZFT,412523,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 17:15:44.308000+00:00,,4,,,,,,Treatment 2,282.452,282.434,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,85999.009,85999.002,2.0,19323098
PSABTZFT,414432,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 17:15:34.001000+00:00,2022-02-14 17:18:15.169000+00:00,1,,,,,,Treatment 2,134.186,134.173,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.312,5.306,1.0,19323094
PSABTZFT,415329,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 17:11:52.504000+00:00,2022-02-14 17:13:36.834000+00:00,1,,,,,,Treatment 2,35.035,35.012,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29.633,29.614,1.0,19322954
PSABTZFT,415880,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 17:15:45.505000+00:00,2022-02-14 17:31:13.952000+00:00,1,,,,,,Treatment 1,845.868,845.851,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.115,33.101,1.0,19323099
PSABTZFT,416323,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 20:36:19.591000+00:00,2021-12-01 20:39:40.167000+00:00,1,,,,,,Treatment 2,24.994,24.985,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,56.632,56.626,1.0,18417916
PSABTZFT,416621,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 15:20:48.566000+00:00,2021-12-01 15:26:49.940000+00:00,1,,,,,,Control,61.437,61.42,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,53.528,17.087,1.0,18402514
PSABTZFT,418917,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 20:55:03.634000+00:00,2021-12-01 20:59:48.875000+00:00,1,,,,,,Treatment 2,166.135,153.034,1.0,0.0,,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.386,68.379,1.0,18418408
PSABTZFT,420383,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 20:36:42.823000+00:00,2021-12-01 20:39:09.766000+00:00,1,,,,,,Control,49.033,49.023,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,49.489,49.482,1.0,18417928
PSABTZFT,420986,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 18:46:04.158000+00:00,,3,,,,,,Treatment 1,103.936,61.621,1.0,0.0,,,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,111.562,111.543,1.0,19326472
PSABTZFT,421152,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 15:21:23.852000+00:00,2021-12-01 15:25:51.763000+00:00,1,,,,,,Control,159.166,159.147,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,59.169,59.162,1.0,18402578
PSABTZFT,421600,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 19:44:14.597000+00:00,2021-12-01 20:40:27.201000+00:00,2,,,,,,Treatment 1,3252.117,3252.089,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,37.886,37.88,1.0,18416001
PSABTZFT,421603,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 20:38:11.539000+00:00,2021-12-01 20:40:00.178000+00:00,1,,,,,,Treatment 2,71.25,71.239,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.093,11.077,1.0,18417977
PSABTZFT,421605,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 20:36:33.950000+00:00,2021-12-01 23:26:39.647000+00:00,3,,,,,,Treatment 1,10160.399,10160.367,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,24.217,24.208,1.0,18417925
PSABTZFT,421629,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 20:37:43.743000+00:00,2021-12-01 20:40:58.675000+00:00,1,,,,,,Treatment 2,51.692,51.68,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,100.278,100.272,1.0,18417962
PSABTZFT,421695,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-09 14:36:59.397000+00:00,,1,,,,,,Treatment 1,,,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,18544049
PSABTZFT,421696,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 20:36:07.798000+00:00,2021-12-01 20:45:21.473000+00:00,2,,,,,,Treatment 2,277.401,23.507,1.0,0.0,,,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,54.266,16.795,1.0,18417912
PSABTZFT,422739,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 18:42:42.206000+00:00,,2,,,,,,Treatment 1,95.499,95.493,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,73.042,73.036,1.0,19326347
PSABTZFT,424218,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 18:39:20.587000+00:00,2022-02-14 18:41:06.774000+00:00,1,,,,,,Control,51.66,51.655,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41.852,41.845,1.0,19326186
PSABTZFT,430347,2022-02-22 14:05:00.039000+00:00,,2022-02-22 16:58:57.709000+00:00,2022-02-22 17:05:31.817000+00:00,1,,,,,,Control,105.415,105.404,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,76.305,12.504,1.0,19419827
PSABTZFT,430635,2022-02-22 20:35:46.648000+00:00,,2022-02-23 20:25:10.337000+00:00,,3,,,,,,Treatment 2,423.61,363.535,1.0,0.0,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,76.599,76.593,1.0,19445390
PSABTZFT,430704,2022-02-22 14:05:00.039000+00:00,,2022-02-22 17:00:50.445000+00:00,2022-02-22 17:02:58.154000+00:00,1,,,,,,Treatment 2,72.011,72.003,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,37.001,36.995,1.0,19419894
PSABTZFT,430807,2022-02-22 14:05:00.039000+00:00,,2022-02-22 17:08:14.548000+00:00,,1,,,,,,Treatment 2,,,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,19420098
PSABTZFT,430827,2022-02-22 14:05:00.039000+00:00,,2022-03-01 12:57:11.261000+00:00,2022-03-01 13:00:11.486000+00:00,1,,,,,,Treatment 1,70.362,70.354,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,58.394,36.911,1.0,19502699
PSABTZFT,430830,2022-02-22 20:35:46.648000+00:00,,2022-02-22 21:01:14.905000+00:00,2022-02-22 21:05:43.892000+00:00,1,,,,,,Control,105.673,105.666,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,134.115,134.11,1.0,19427236
PSABTZFT,430839,2022-02-22 14:05:00.128000+00:00,,2022-02-22 15:24:54.455000+00:00,2022-02-22 15:27:53.483000+00:00,1,,,,,,Control,78.099,78.091,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,72.033,72.028,1.0,19416420
PSABTZFT,430972,2022-02-22 14:05:00.039000+00:00,,2022-02-28 16:38:42.088000+00:00,2022-02-28 16:40:53.208000+00:00,1,,,,,,Treatment 2,61.545,61.539,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.628,51.625,1.0,19489502
PSABTZFT,431060,2022-02-22 20:35:46.878000+00:00,,2022-02-22 21:02:50.350000+00:00,2022-02-22 21:33:19.955000+00:00,3,,,,,,Control,1620.974,1620.965,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,73.133,43.244,1.0,19427261
PSABTZFT,431221,2022-02-22 14:05:00.039000+00:00,,2022-03-01 16:34:08.181000+00:00,2022-03-01 16:38:38.812000+00:00,1,,,,,,Treatment 1,155.278,155.255,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,40.955,40.942,1.0,19509567
PSABTZFT,431303,2022-02-22 20:35:46.648000+00:00,,2022-02-22 21:02:49.168000+00:00,2022-02-22 21:06:50.910000+00:00,1,,,,,,Treatment 1,165.655,83.649,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.639,18.635,1.0,19427258
PSABTZFT,431578,2022-02-22 20:35:46.648000+00:00,,2022-02-22 20:47:04.255000+00:00,2022-02-22 20:49:44.916000+00:00,1,,,,,,Treatment 1,46.567,46.56,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,86.081,86.077,1.0,19426978
PSABTZFT,431597,2022-02-22 20:35:46.648000+00:00,,2022-02-22 20:46:52.978000+00:00,,2,,,,,,Control,799.315,96.087,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,217.91,217.91,2.0,19426974
PSABTZFT,431786,2022-02-22 20:35:46.648000+00:00,,2022-02-22 21:00:55.469000+00:00,2022-02-22 21:02:22.827000+00:00,1,,,,,,Treatment 1,39.959,39.953,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.102,30.098,1.0,19427230
PSABTZFT,431798,2022-02-22 20:35:46.878000+00:00,,2022-02-22 21:28:08.748000+00:00,2022-02-22 21:32:09.813000+00:00,1,,,,,,Treatment 2,147.633,147.623,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,67.739,67.734,1.0,19427664
PSABTZFT,431806,2022-02-22 20:35:46.878000+00:00,,2022-02-22 22:02:40.308000+00:00,2022-02-22 22:15:08.467000+00:00,1,,,,,,Control,28.783,28.776,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,187.772,187.766,1.0,19428082
PSABTZFT,432026,2022-02-22 20:35:46.878000+00:00,,2022-02-22 22:01:51.401000+00:00,2022-02-22 22:05:34.810000+00:00,1,,,,,,Control,157.831,144.983,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13.545,13.541,1.0,19428075
PSABTZFT,432343,2022-02-22 20:35:46.878000+00:00,,2022-02-22 21:28:11.513000+00:00,2022-02-22 21:32:25.056000+00:00,1,,,,,,Control,34.674,27.373,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.61,8.524,1.0,19427667
PSABTZFT,432406,2022-02-22 20:35:46.878000+00:00,,2022-02-22 21:44:26.065000+00:00,2022-02-22 21:51:13.487000+00:00,1,,,,,,Treatment 2,264.751,264.742,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,59.411,21.163,1.0,19427898
PSABTZFT,432770,2022-02-22 20:35:46.878000+00:00,,2022-02-22 21:27:04.854000+00:00,2022-02-22 21:29:10.620000+00:00,1,,,,,,Control,14.894,14.888,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.158,29.942,1.0,19427651
PSABTZFT,434726,2022-02-22 14:05:00.039000+00:00,,2022-02-22 17:14:57.406000+00:00,,1,,,,,,Control,,,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,19420356
PSABTZFT,435029,2022-02-22 20:35:46.878000+00:00,,2022-02-22 21:35:18.201000+00:00,2022-02-22 21:46:20.240000+00:00,1,,,,,,Treatment 1,603.305,603.296,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19.882,19.878,1.0,19427762
PSABTZFT,435047,2022-02-22 14:05:00.039000+00:00,,2022-03-01 16:34:34.088000+00:00,2022-03-09 15:59:55.753000+00:00,2,,,,,,Treatment 2,688987.452,688987.448,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,47.679,11.603,1.0,19509581
PSABTZFT,435240,2022-02-22 14:05:00.039000+00:00,,2022-02-22 17:18:12.858000+00:00,2022-02-22 17:24:02.675000+00:00,1,,,,,,Treatment 1,194.643,194.633,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,108.86,108.854,1.0,19420493
PSABTZFT,435315,2022-02-22 20:35:46.648000+00:00,,2022-02-22 21:07:23.982000+00:00,2022-02-22 21:09:37.257000+00:00,1,,,,,,Treatment 2,56.438,56.433,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.639,18.635,1.0,19427339
PSABTZFT,435392,2022-02-22 20:35:46.648000+00:00,,2022-02-22 20:38:02.756000+00:00,2022-02-22 20:53:56.610000+00:00,2,,,,,,Control,402.221,34.764,1.0,1.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,26.223,26.215,1.0,19426789
PSABTZFT,435415,2022-02-22 20:35:46.878000+00:00,,2022-02-22 21:27:05.526000+00:00,2022-02-22 21:28:44.334000+00:00,1,,,,,,Control,41.394,41.389,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,36.869,36.864,1.0,19427655
PSABTZFT,435722,2022-02-22 14:05:00.039000+00:00,,2022-02-23 18:27:01.564000+00:00,2022-03-03 02:52:15.248000+00:00,2,,,,,,Control,635072.229,635072.223,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,21.865,21.862,1.0,19441383
PSABTZFT,435833,2022-02-22 20:35:46.878000+00:00,,2022-02-22 21:48:25.415000+00:00,2022-02-22 21:50:37.815000+00:00,1,,,,,,Treatment 1,25.206,25.201,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.731,54.725,1.0,19427952
PSABTZFT,435844,2022-02-22 14:05:00.039000+00:00,,2022-02-23 04:44:17.360000+00:00,2022-02-23 04:46:48.757000+00:00,1,,,,,,Treatment 1,59.329,46.47,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,39.812,28.891,1.0,19430256
PSABTZFT,436035,2022-02-22 20:35:46.648000+00:00,,2022-02-22 20:50:22.080000+00:00,2022-02-22 20:55:32.270000+00:00,1,,,,,,Treatment 1,266.799,73.861,1.0,0.0,,,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15.546,15.541,1.0,19427047
PSABTZFT,436185,2022-02-22 20:35:46.648000+00:00,,2022-02-22 20:47:24.723000+00:00,2022-02-22 20:57:29.313000+00:00,1,,,,,,Treatment 1,198.378,74.331,1.0,0.0,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,339.697,339.69,1.0,19426990
PSABTZFT,436194,2022-02-22 14:05:00.039000+00:00,,2022-03-02 21:39:02.147000+00:00,2022-03-02 21:56:53.755000+00:00,1,,,,,,Treatment 2,1050.095,1050.086,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.888,8.883,1.0,19539697
PSABTZFT,436219,2022-02-22 20:35:46.648000+00:00,,2022-02-22 20:38:14.688000+00:00,2022-02-22 20:50:23.424000+00:00,1,,,,,,Control,572.454,572.445,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,56.635,38.93,1.0,19426795
PSABTZFT,436247,2022-02-22 20:35:46.648000+00:00,,2022-02-23 21:34:23.073000+00:00,2022-02-23 21:35:32.107000+00:00,1,,,,,,Treatment 2,18.344,18.34,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,38.351,38.347,1.0,19446511
PSABTZFT,436590,2022-02-22 20:35:46.648000+00:00,,2022-02-22 20:43:27.952000+00:00,2022-02-22 21:45:55.950000+00:00,1,,,,,,Control,352.326,352.316,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,166.897,166.891,1.0,19426879
PSABTZFT,437163,2022-02-22 14:05:00.039000+00:00,,2022-02-22 17:16:00.343000+00:00,2022-02-22 17:17:14.160000+00:00,1,,,,,,Control,29.026,29.02,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.532,21.528,1.0,19420409
PSABTZFT,437454,2022-02-22 20:35:46.648000+00:00,,2022-02-22 21:02:17.795000+00:00,2022-02-22 21:05:10.363000+00:00,1,,,,,,Treatment 1,113.756,113.749,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,31.427,31.422,1.0,19427252
PSABTZFT,439550,2022-02-22 14:05:00.039000+00:00,,2022-02-22 15:24:37.878000+00:00,2022-02-22 17:20:07.176000+00:00,3,,,,,,Treatment 2,6754.092,6724.802,1.0,0.0,,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,90.805,7.675,2.0,19416405
PSABTZFT,440206,2022-02-22 20:35:46.648000+00:00,,2022-02-22 20:45:38.253000+00:00,2022-02-22 20:52:35.293000+00:00,1,,,,,,Treatment 1,324.239,324.23,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,65.489,65.484,1.0,19426937
PSABTZFT,441493,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 17:13:56.591000+00:00,,1,,,,,,Control,210.941,210.936,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,54.638,30.344,1.0,19323026
PSABTZFT,441504,2022-02-22 14:05:00.039000+00:00,,2022-03-03 19:30:00.357000+00:00,2022-03-03 19:36:02.624000+00:00,1,,,,,,Control,34.914,34.906,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,116.828,39.657,1.0,19557967
PSABTZFT,442659,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 17:08:20.950000+00:00,2022-02-14 17:24:40.318000+00:00,1,,,,,,Treatment 2,486.074,486.068,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,63.107,63.1,1.0,19322825
PSABTZFT,442715,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 17:13:52.037000+00:00,2022-02-15 17:29:08.419000+00:00,4,,,,,,Control,86937.627,86937.61,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,184.152,184.143,1.0,19323022
PSABTZFT,443647,2022-02-22 20:35:46.878000+00:00,,2022-02-22 21:27:32.109000+00:00,2022-02-22 21:30:51.477000+00:00,1,,,,,,Treatment 1,27.36,27.355,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,159.743,159.736,1.0,19427660
PSABTZFT,451723,2022-02-22 14:05:00.039000+00:00,,2022-03-10 16:04:05.947000+00:00,2022-03-10 16:06:41.971000+00:00,1,,,,,,Treatment 2,76.279,76.266,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,32.614,32.61,1.0,19642110
PSABTZFT,454841,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-08 23:13:21.588000+00:00,2021-12-08 23:24:31.151000+00:00,1,,,,,,Treatment 1,299.871,216.146,1.0,0.0,,,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,286.336,33.639,1.0,18539674
PSABTZFT,461866,2022-03-21 12:00:00+00:00,2022-03-30 20:00:00+00:00,2022-03-21 14:57:15.241000+00:00,,1,,,,,,Treatment 2,48.953,34.974,1.0,0.0,,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,118.967,118.967,1.0,19748375
PSABTZFT,476373,2022-02-14 07:00:00+00:00,2022-03-11 07:00:00+00:00,2022-02-14 14:10:55.209000+00:00,,1,,,,,,Control,229.023,73.757,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,28.995,28.992,1.0,19316024
PSABTZFT,478279,2022-02-22 20:35:46.878000+00:00,,2022-02-22 21:26:30.473000+00:00,2022-02-22 21:32:01.940000+00:00,1,,,,,,Treatment 1,225.106,53.296,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.4,9.027,1.0,19427643
PSABTZFT,480299,2022-02-22 14:05:00.039000+00:00,,2022-02-22 16:57:15.658000+00:00,2022-02-22 17:00:01.688000+00:00,1,,,,,,Treatment 1,83.078,83.068,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,49.033,49.028,1.0,19419776
PSABTZFT,480484,2022-01-31 15:45:00+00:00,2022-02-01 14:31:00+00:00,2022-01-31 17:36:57.361000+00:00,2022-01-31 17:39:48.211000+00:00,1,,,,,,Control,100.419,100.411,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,42.103,42.097,1.0,19107840
PSABTZFT,480640,2021-12-01 15:00:00+00:00,2021-12-04 04:58:00+00:00,2021-12-01 15:31:51.433000+00:00,2021-12-01 15:33:10.697000+00:00,1,,,,,,Control,32.052,32.042,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.978,16.973,1.0,18403086
PSABTZFT,480714,2022-01-05 19:30:00+00:00,2022-01-08 04:59:00+00:00,2022-01-08 02:27:47.009000+00:00,2022-01-08 02:36:51.108000+00:00,2,,,,,,Treatment 1,460.295,169.728,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,35.932,35.921,1.0,18765295
PSABTZFT,481821,2022-01-05 19:30:00+00:00,2022-01-08 04:59:00+00:00,2022-01-05 21:51:35.062000+00:00,2022-01-05 21:52:54.024000+00:00,1,,,,,,Control,30.489,30.484,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22.376,22.373,1.0,18724871
PSABTZFT,482627,2022-01-06 16:02:00+00:00,2022-01-07 06:00:00+00:00,2022-01-06 20:07:04.918000+00:00,2022-01-06 20:08:11.771000+00:00,1,,,,,,Treatment 2,31.081,31.079,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.276,13.274,1.0,18744864
PSABTZFT,484222,2022-01-05 19:30:00+00:00,2022-01-08 04:59:00+00:00,2022-01-05 20:13:55.758000+00:00,2022-01-05 20:18:09.715000+00:00,1,,,,,,Treatment 2,117.561,117.559,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,87.776,87.773,1.0,18722786
PSABTZFT,484844,2022-01-05 11:01:00+00:00,2022-01-06 04:01:00+00:00,2022-01-05 13:23:50.446000+00:00,2022-01-05 13:31:36.402000+00:00,1,,,,,,Treatment 1,179.152,179.145,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,150.428,150.423,1.0,18705804
PSABTZFT,485327,2022-01-05 19:30:00+00:00,2022-01-08 04:59:00+00:00,2022-01-09 22:10:49.225000+00:00,2022-01-09 22:11:49.539000+00:00,1,,,,,,Control,38.532,38.529,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.219,10.218,1.0,18766514
PSABTZFT,486137,2022-01-05 11:01:00+00:00,2022-01-06 04:01:00+00:00,2022-01-05 17:09:53.909000+00:00,2022-01-05 17:14:57.560000+00:00,1,,,,,,Control,26.145,26.137,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,210.759,199.312,1.0,18715265
PSABTZFT,491715,2022-01-05 11:01:00+00:00,2022-01-06 04:01:00+00:00,2022-01-05 13:54:35.522000+00:00,2022-01-05 14:03:40.404000+00:00,1,,,,,,Control,167.173,167.167,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,217.675,217.671,1.0,18706423
PSABTZFT,492804,2022-01-06 16:02:00+00:00,2022-01-07 06:00:00+00:00,2022-01-11 12:59:00.137000+00:00,2022-01-11 13:34:36.390000+00:00,2,,,,,,Treatment 1,56.915,56.905,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1986.001,1985.997,2.0,18792795
