psa_id,section_names,problem_id,answer_text,solved_answer,CWA_frequency,sequence_id,pra_id,type,name,pr_position,answer,is_correct,incorrect_message,position
PSAHQV,"{""S2 [treatment2]""}",1064135,-5,-5.0,28.0,7148.0,PRA26BR,MasterySection,S2 [treatment2],39.0,-5,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Don't forget to multiply by 2</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp;&nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp;b/2 + 4 = -1&nbsp;</span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- 4 &nbsp; - 4</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2:&nbsp; <span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;&nbsp;<span style=""color: #ff0000;"">b<strong>/2</strong>&nbsp;=&nbsp;-5</span></span></p>",6.0
PSAHQV,"{""S2 [treatment2]""}",1064135,6,6.0,25.0,7148.0,PRA26BR,MasterySection,S2 [treatment2],39.0,6,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp;<span style=""color: #0000ff;"">&nbsp; SUBTRACT 4 from both sides</span></span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;The sign of&nbsp;4 is addition (<strong>+</strong>)</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;""><strong>&nbsp; &nbsp; &nbsp;</strong>Use the opposite sign, subtraction (-), to eliminate&nbsp;4 from the right side of the equation</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp; <span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;b/2 + 4 = -1&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<span style=""color: #ff0000;""><strong>+</strong> 4 &nbsp; <strong>+</strong> 4</span></span></p>",3.0
PSAHQV,"{""S2 [treatment2]""}",1064135,-6,-6.0,23.0,7148.0,PRA26BR,MasterySection,S2 [treatment2],39.0,-6,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Subtract 4 from -1 before multiplying by 2</span></span></p>
<p><span style=""font-size: 14pt;""><span style=""color: #0000ff;"">&nbsp; &nbsp; &nbsp;You need to isolate b / 2</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp;&nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; <strong><span style=""color: #ff0000;"">2 *</span></strong> b/2 + 4 = -1 <strong><span style=""color: #ff0000;"">*&nbsp;2</span></strong></span></p>",4.0
PSAHQV,"{""S2 [treatment2]""}",1064135,-2.5,-2.5,10.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-2,-2.0,9.0,7148.0,PRA26BR,MasterySection,S2 [treatment2],39.0,-2,False,"<p><span style=""font-size: 14pt; color: rgb(0, 0, 255);"">&nbsp; &nbsp; &nbsp;Don't forget to subtract 4 before multiplying</span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp; <span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;b/2 + <span style=""color: #ff0000;""><strong>4</strong></span> = -1&nbsp;</span></p>",5.0
PSAHQV,"{""S2 [treatment2]""}",1064135,-3,-3.0,8.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-4,-4.0,7.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,1,1.0,7.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,2,2.0,7.0,7148.0,PRA26BR,MasterySection,S2 [treatment2],39.0,2,False,"<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;SUBTRACT 4 from -1 before multiplying by 2</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;You need to isolate b / 2</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp;&nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp;&nbsp;<strong><span style=""color: #ff0000;"">2 *&nbsp;</span></strong>b/2 + 4 = -1&nbsp;<strong><span style=""color: #ff0000;"">*&nbsp;2</span></strong></span></p>",8.0
PSAHQV,"{""S2 [treatment2]""}",1064135,3,3.0,7.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,8,8.0,7.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,2.5,2.5,6.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-1,-1.0,5.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-8,-8.0,5.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,0,0.0,5.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,1.5,1.5,4.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-12,-12.0,3.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-20,-20.0,3.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,5,5.0,3.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-14,-14.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-16,-16.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-5/2,-2.5,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-25,-25.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-9,-9.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-0.5,-0.5,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-1/4,-0.25,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-2 1/2,-999999.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-2 3/5,-999999.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,2 1/2,-999999.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-2/5,-0.4,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-4.5,-4.5,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-40,-40.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-5 /4,-1.25,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,-7,-7.0,1.0,7148.0,PRA26BR,MasterySection,S2 [treatment2],39.0,-7,False,"<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;MULTIPLY&nbsp;both sides by 2</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;The operation between b and 2 is division</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;Use the opposite operation (multiplication in this case) to isolate&nbsp;b</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp;&nbsp; Step 1:&nbsp;&nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp;b/2 + 4 = -1&nbsp;</span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- 4 &nbsp; - 4</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2:&nbsp; <span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; b/2&nbsp;=&nbsp;-5</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp;<strong>&nbsp;</strong><span style=""color: #ff0000;""><strong>-2</strong> &nbsp; &nbsp; <strong>-2</strong></span><strong>&nbsp;</strong></span></p>",7.0
PSAHQV,"{""S2 [treatment2]""}",1064135,-7.5,-7.5,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,.5,0.5,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,12,12.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,15,15.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,25,25.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,3.1,3.1,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,35,35.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,35 -5,30.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,374,374.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,4,4.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,7,7.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064135,89,89.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-1,-1.0,49.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,36,36.0,33.0,7148.0,PRA26BQ,MasterySection,S2 [treatment2],38.0,36 ,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Check your sign</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; <span style=""color: #0000ff;"">&nbsp;Positive x Positive = Positive</span></span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;Negative x Negative = Positive</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;Positive x Negative = Negative</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;Negative x Positive = Negative</span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;""><span style=""color: #000000;"">Step 1:</span>&nbsp;&nbsp;Correct</span></span></p>
<p><span style=""font-size: 14pt;""><span style=""color: #00ff00;"">&nbsp; &nbsp; &nbsp;a/6 + 8 = 2</span>&nbsp;</span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- 8 &nbsp; - 8</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; <span style=""color: #00ff00;"">&nbsp;<span style=""color: #000000;"">Step 2:</span> &nbsp;Correct</span></span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp; 6 * a/6&nbsp;=&nbsp;-6 * 6&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #ff0000;""><span style=""color: #000000;"">Sign:</span> &nbsp;Incorrect</span></span></p>
<p><span style=""font-size: 14pt;""><span style=""color: #ff0000;"">&nbsp; &nbsp; &nbsp;-6 * 6 IS NOT&nbsp;36&nbsp; &nbsp;</span> &nbsp;&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>",2.0
PSAHQV,"{""S2 [treatment2]""}",1064134,-6,-6.0,25.0,7148.0,PRA26BQ,MasterySection,S2 [treatment2],38.0,-6,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Don't forget to multiply by 6</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp;&nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp;a/6 + 8 = 2&nbsp;</span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- 8 &nbsp; - 8</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2:&nbsp; <span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;&nbsp;<span style=""color: #ff0000;"">a<strong>/6</strong>&nbsp;=&nbsp;-6</span></span></p>",6.0
PSAHQV,"{""S2 [treatment2]""}",1064134,1,1.0,21.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,4,4.0,20.0,7148.0,PRA26BQ,MasterySection,S2 [treatment2],38.0,4,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Subtract 8 from 2 before multiplying by 6</span></span></p>
<p><span style=""font-size: 14pt;""><span style=""color: #0000ff;"">&nbsp; &nbsp; &nbsp;You need to isolate a / 6</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp;&nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; <strong><span style=""color: #ff0000;"">6 *</span></strong> a/6 + 8 = 2 <strong><span style=""color: #ff0000;"">*&nbsp;6</span></strong></span></p>",4.0
PSAHQV,"{""S2 [treatment2]""}",1064134,-12,-12.0,13.0,7148.0,PRA26BQ,MasterySection,S2 [treatment2],38.0,-12,False,"<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;MULTIPLY&nbsp;both sides by 6</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;The operation between a and 6 is division</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;Use the opposite operation (multiplication in this case) to isolate&nbsp;a</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp;&nbsp; Step 1:&nbsp;&nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp;a/6 + 8 = 2&nbsp;</span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- 8 &nbsp; - 8</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2:&nbsp; <span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; a/6&nbsp;=&nbsp;-6</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp;<strong>&nbsp;</strong><span style=""color: #ff0000;""><strong>-6</strong> &nbsp; &nbsp; <strong>-6</strong></span><strong>&nbsp;</strong></span></p>",7.0
PSAHQV,"{""S2 [treatment2]""}",1064134,-24,-24.0,11.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,6,6.0,10.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,12,12.0,9.0,7148.0,PRA26BQ,MasterySection,S2 [treatment2],38.0,12,False,"<p><span style=""font-size: 14pt; color: rgb(0, 0, 255);"">&nbsp; &nbsp; &nbsp;Don't forget to subtract 8 before multiplying</span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp; <span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;a/6 + <span style=""color: #ff0000;""><strong>8</strong></span> = 2&nbsp;</span></p>",5.0
PSAHQV,"{""S2 [treatment2]""}",1064134,48,48.0,9.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,0,0.0,8.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-60,-60.0,7.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-48,-48.0,5.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,60,60.0,5.0,7148.0,PRA26BQ,MasterySection,S2 [treatment2],38.0,60,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp;<span style=""color: #0000ff;"">&nbsp; SUBTRACT 8 from both sides</span></span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;The sign of&nbsp;8 is addition (<strong>+</strong>)</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;""><strong>&nbsp; &nbsp; &nbsp;</strong>Use the opposite sign, subtraction (-), to eliminate&nbsp;8 from the right side of the equation</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp; <span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;a/6 + 8 = 2&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<span style=""color: #ff0000;""><strong>+</strong> 8 &nbsp; <strong>+</strong> 8</span></span></p>",3.0
PSAHQV,"{""S2 [treatment2]""}",1064134,-2,-2.0,3.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,2,2.0,3.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,24,24.0,3.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-10,-10.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-30,-30.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-7,-7.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-8,-8.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,1 2/3,-999999.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,35,35.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-14,-14.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-18,-18.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-32,-32.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-44,-44.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-46,-46.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,-7.7,-7.7,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,.25,0.25,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,0.2,0.2,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,0.5,0.5,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,10,10.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,10/2,5.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,5,5.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,14,14.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,160,160.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,18,18.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,2/6,0.3333333333333333,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,20,20.0,1.0,7148.0,PRA26BQ,MasterySection,S2 [treatment2],38.0,20,False,"<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;SUBTRACT 8 from 2 before multiplying by 6</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;You need to isolate a / 6</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp;&nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp;&nbsp;<strong><span style=""color: #ff0000;"">6 *&nbsp;</span></strong>a/6 + 8 = 2&nbsp;<strong><span style=""color: #ff0000;"">*&nbsp;6</span></strong></span></p>",8.0
PSAHQV,"{""S2 [treatment2]""}",1064134,3,3.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,30,30.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,50,50.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,62,62.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,72,72.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064134,8,8.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064133,3,3.0,28.0,7148.0,PRA26BP,MasterySection,S2 [treatment2],37.0,3,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Don't forget to multiply by 5</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp;&nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp;a/5 + 4 = 7&nbsp;</span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- 4 &nbsp; - 4</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2:&nbsp; <span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;&nbsp;<span style=""color: #ff0000;"">a<strong>/5</strong>&nbsp;=&nbsp;3</span></span></p>",6.0
PSAHQV,"{""S2 [treatment2]""}",1064133,-15,-15.0,14.0,7148.0,PRA26BP,MasterySection,S2 [treatment2],37.0,-15 ,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Check your sign</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; <span style=""color: #0000ff;"">&nbsp;Positive x Positive = Positive</span></span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;Negative x Negative = Positive</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;Positive x Negative = Negative</span></p>
<p><span style=""font-size: 14pt; color: #0000ff;"">&nbsp; &nbsp; &nbsp;Negative x Positive = Negative</span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;""><span style=""color: #000000;"">Step 1:</span>&nbsp;&nbsp;Correct</span></span></p>
<p><span style=""font-size: 14pt;""><span style=""color: #00ff00;"">&nbsp; &nbsp; &nbsp;a/5 + 4 = 7</span>&nbsp;</span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- 4 &nbsp; - 4</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; <span style=""color: #00ff00;"">&nbsp;<span style=""color: #000000;"">Step 2:</span> &nbsp;Correct</span></span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp; 5 * a/5&nbsp;=&nbsp;3 * 5&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #ff0000;""><span style=""color: #000000;"">Sign:</span> &nbsp;Incorrect</span></span></p>
<p><span style=""font-size: 14pt;""><span style=""color: #ff0000;"">&nbsp; &nbsp; &nbsp;3 * 5 IS NOT&nbsp;-15&nbsp; &nbsp;</span> &nbsp;&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>",2.0
PSAHQV,"{""S2 [treatment2]""}",1064133,35,35.0,13.0,7148.0,PRA26BP,MasterySection,S2 [treatment2],37.0,35,False,"<p><span style=""font-size: 14pt; color: rgb(0, 0, 255);"">&nbsp; &nbsp; &nbsp;Don't forget to subtract 4 before multiplying</span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp; <span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;a/5 + <span style=""color: #ff0000;""><strong>4</strong></span> = 7&nbsp;</span></p>",5.0
